id,title,url,local_start,utc_start,local_end,utc_end,timing_type,duration,time_of_day,day_of_week,event_season,formatted_address,zip,lat,lon,neighborhood,food_bev_density,food_bev_pop_score,access_density,access_pop_score,lodging_density,lodging_pop_score,average_income_zip,population_zip,median_age_zip,event_type,target_audience,event_mood_energy,freebies_included,uniqueness,price
6bd07c03,San Francisco Singles Online Trivia Night - A Fun Speed Dating Alternative,https://www.eventbrite.com/e/san-francisco-singles-online-trivia-night-a-fun-speed-dating-alternative-tickets-1270820561509,2025-07-23 00:30:00,2025-07-23 00:30:00,2025-07-23 02:15:00,2025-07-23 02:15:00,Single-Day-Ranged,105.0,Evening,1,Summer,"4056 Mission St, San Francisco, CA 94112, USA",94112,37.7328169,-122.4276576,St. Marys Park,59.0,4.14002295223067,37.0,3.74481927710843,40.0,4.05813148788927,120731.0,80880,43.0,Community,Young Adults (18 to 30),Relaxed,No,No,22.94
4ce8f84a,Skate Golden Gate - Michael vs Prince Night,https://www.eventbrite.com/e/skate-golden-gate-michael-vs-prince-night-tickets-1319633402029,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 03:00:00,2025-07-19 03:00:00,Single-Day-Ranged,180.0,Evening,4,Summer,"554 Fillmore St, San Francisco, CA 94117, USA",94117,37.7747073,-122.4306925,Lower Haight,70.0,4.40787122462853,33.0,3.95941860465116,40.0,4.53354380426204,190444.0,39496,34.5,Hobbies,Young Adults (18 to 30),High-Energy,No,Yes,12.58
f8c1a5c3,"Protect your Intellectual Property, Protect your Brand",https://www.eventbrite.com/e/protect-your-intellectual-property-protect-your-brand-tickets-1324659274549,2025-08-07 21:00:00,2025-08-07 21:00:00,2025-08-07 23:00:00,2025-08-07 23:00:00,Single-Day-Ranged,120.0,Evening,3,Summer,"275 Valley Dr, Brisbane, CA 94005, USA",94005,37.6877084,-122.4065732,,2.0,4.2,15.0,4.5,40.0,4.86363636363636,137583.0,4756,42.9,Business,Adults / Professionals (25 to 45),Educational,No,No,28.52
0eac26e6,Go With The Flow Improv Painting with Gem Mahusay,https://www.eventbrite.com/e/go-with-the-flow-improv-painting-with-gem-mahusay-tickets-1334389337429,2025-08-02 16:00:00,2025-08-02 16:00:00,2025-08-02 19:00:00,2025-08-02 19:00:00,Single-Day-Ranged,180.0,Afternoon,5,Summer,"1490 17th St, San Francisco, CA 94107, USA",94107,37.7651476,-122.3985884,Potrero Hill,73.0,4.50910252555622,42.0,3.58974358974359,40.0,4.3214235705951,176788.0,30340,35.8,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,No,No,71.21
0d864b85,Killing My Lobster Presents: Sketch On Speed,https://www.eventbrite.com/e/killing-my-lobster-presents-sketch-on-speed-tickets-1139295667009,2025-07-27 02:00:00,2025-07-27 02:00:00,2025-07-27 03:00:00,2025-07-27 03:00:00,Single-Day-Ranged,60.0,Night,5,Summer,"446 Valencia St, San Francisco, CA 94103, USA",94103,37.7657615,-122.4221842,Mission Dolores,80.0,4.15553292600136,45.0,3.97475622968581,40.0,3.29599501971363,111028.0,32400,36.8,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,12.51
f0e92a6f,Larry Grant's CCSF Rams Celebrity Golf Scramble,https://www.eventbrite.com/e/larry-grants-ccsf-rams-celebrity-golf-scramble-tickets-1291828246059,2026-07-18 01:00:00,2026-07-18 01:00:00,2026-08-17 21:00:00,2026-08-17 21:00:00,Single-Day-Ranged,44400.0,Evening,4,Summer,"300 Finley Rd p, San Francisco, CA 94129, USA",94129,37.7905717,-122.4598702,Presidio of San Francisco,23.0,4.46897967161845,24.0,3.57142857142857,40.0,4.50958983246678,236445.0,3952,34.1,Sports & Fitness,Adults / Professionals (25 to 45),Relaxed,No,Yes,188.58
d6a03e37,In person class: Authentic Asian Dumplings (San Francisco),https://www.eventbrite.com/e/in-person-class-authentic-asian-dumplings-san-francisco-tickets-1002112624837,2025-08-16 21:00:00,2025-08-16 21:00:00,2025-08-16 23:00:00,2025-08-16 23:00:00,Single-Day-Ranged,120.0,Evening,5,Summer,"1500 Sutter St, San Francisco, CA 94109, USA",94109,37.7872503,-122.425474,Cathedral Hill,80.0,4.54286979908242,41.0,3.7948275862069,40.0,3.98152436082972,108691.0,56333,37.4,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,No,64.8
4fcd0eee,ForEVER Connect:  PCF Fanmeet US Tour 2025,https://www.eventbrite.com/e/forever-connect-pcf-fanmeet-us-tour-2025-tickets-1349181340709,2025-07-30 22:00:00,2025-07-30 22:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,Single-Day-Ranged,120.0,Evening,2,Summer,"2 Marina Blvd, San Francisco, CA 94123, USA",94123,37.8079164,-122.4312726,Fort Mason,71.0,4.22505839881079,41.0,3.01189189189189,40.0,4.0246251874063,211854.0,24721,33.7,Performing & Visual Arts,Teens / High School Students,Formal,No,Yes,35.14
f1991d34,Denis Horvat at Madarae,https://www.eventbrite.com/e/denis-horvat-at-madarae-tickets-1348658175909,2025-07-26 01:00:00,2025-07-26 01:00:00,2025-07-26 05:00:00,2025-07-26 05:00:00,Multi-Day,240.0,Night,4,Summer,"46 Minna St, San Francisco, CA 94105, USA",94105,37.7885614,-122.3982078,SoMa,80.0,4.46040909391316,41.0,3.78579321231255,40.0,4.36441436751692,250001.0,13722,33.8,Music,Young Adults (18 to 30),High-Energy,No,Yes,12.51
715b89b0,Gay Men’s Sangha,https://www.eventbrite.com/e/gay-mens-sangha-tickets-1335554632859,2025-07-25 23:00:00,2025-07-25 23:00:00,2025-07-26 01:00:00,2025-07-26 01:00:00,Single-Day-Ranged,120.0,Evening,4,Summer,"97 Collingwood St, San Francisco, CA 94114, USA",94114,37.761048,-122.4358987,The Castro,77.0,4.40359069767442,27.0,3.96315789473684,40.0,4.66465729530064,184671.0,33858,42.0,Health,Young Adults (18 to 30),Spiritual,No,No,12.51
1a04a851,Breathing Together (Partner-Breathing)Creating more intimacy & flow of love,https://www.eventbrite.com/e/breathing-together-partner-breathingcreating-more-intimacy-flow-of-love-tickets-1320684686449,2025-07-26 19:00:00,2025-07-26 19:00:00,2025-07-26 23:00:00,2025-07-26 23:00:00,Single-Day-Ranged,240.0,Afternoon,5,Summer,"2872 Folsom St, San Francisco, CA 94110, USA",94110,37.7514476,-122.4143374,Mission District,80.0,4.41382927858248,39.0,3.65452322738386,40.0,4.48919619706137,152115.0,69679,39.0,Spirituality,Young Adults (18 to 30),Spiritual,Yes,Yes,54.0
5e7f40ce,Come Play with Color and Paint: 1-Day Intuitive Painting Workshop,https://www.eventbrite.com/e/come-play-with-color-and-paint-1-day-intuitive-painting-workshop-registration-1078507347509,2025-07-24 03:00:00,2025-07-24 03:00:00,2025-08-23 20:00:00,2025-08-23 20:00:00,Single-Day-Ranged,44220.0,Night,2,Summer,"300 Chenery St, San Francisco, CA 94131, USA",94131,37.7372172,-122.427975,Fairmount,29.0,4.35144210960033,25.0,3.70625,40.0,4.33852019203615,196571.0,28705,40.8,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,Yes,Yes,130.96
058f7cf7,"Watercolor ~ Easy Fundamentals; SF Studio classes; 8/2, 8/9 & 8/16, 2025",https://www.eventbrite.com/e/watercolor-easy-fundamentals-sf-studio-classes-82-89-816-2025-registration-1278304355739,2025-02-19 03:30:00,2025-02-19 03:30:00,2025-08-02 16:30:00,2025-08-02 16:30:00,Single-Day-Ranged,236940.0,Night,1,,"246 Romain St, San Francisco, CA 94131, USA",94131,37.756096,-122.442157,Twin Peaks,29.0,4.35144210960033,25.0,3.70625,40.0,4.33852019203615,196571.0,28705,40.8,Performing & Visual Arts,Young Adults (18 to 30),Educational,No,Yes,180.0
9698a992,In-person class: Handmade Ravioli (SF),https://www.eventbrite.com/e/in-person-class-handmade-ravioli-sf-tickets-1002109274817,2025-08-09 21:30:00,2025-08-09 21:30:00,,,Single-Day-Instant,,Evening,5,Summer,"1500 Sutter St, San Francisco, CA 94109, USA",94109,37.7872503,-122.425474,Cathedral Hill,80.0,4.54286979908242,41.0,3.7948275862069,40.0,3.98152436082972,108691.0,56333,37.4,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,No,64.8
b4ffe604,September Couples Retreat: Gottman Skills Workshop,https://www.eventbrite.com/e/september-couples-retreat-gottman-skills-workshop-tickets-1109246679679,2025-07-21 02:00:00,2025-07-21 02:00:00,2025-09-20 20:30:00,2025-09-20 20:30:00,Single-Day-Ranged,88950.0,Night,6,Summer,"8 Presidio Terrace, San Francisco, CA 94118, USA",94118,37.7892586,-122.4608081,Presidio of San Francisco,80.0,4.54307543913088,33.0,3.73258426966292,40.0,4.58710374639769,157143.0,40108,38.4,Spirituality,Adults / Professionals (25 to 45),Educational,Yes,No,423.34
5efff707,From Day One: San Francisco 2025,https://www.eventbrite.com/e/from-day-one-san-francisco-2025-tickets-947973824227,2025-07-31 01:30:00,2025-07-31 01:30:00,2025-09-30 21:30:00,2025-09-30 21:30:00,Single-Day-Ranged,89040.0,Evening,2,Summer,"Fort Mason Center, 2 Marina Blvd, San Francisco, CA 94109, USA",94109,37.8070318,-122.4311232,,80.0,4.54286979908242,41.0,3.7948275862069,40.0,3.98152436082972,108691.0,56333,37.4,Business,Adults / Professionals (25 to 45),Professional,No,No,107.48
02982b78,TEQUILA FEST NEW YORK CITY 2025,https://www.eventbrite.com/e/tequila-fest-new-york-city-2025-tickets-1225649824619,2025-07-19 19:00:00,2025-07-19 19:00:00,2025-07-20 02:00:00,2025-07-20 02:00:00,Single-Day-Ranged,420.0,Afternoon,5,Summer,"57-00 47th St, Maspeth, NY 11378, USA",11378,40.7191142,-73.9230248,Maspeth,52.0,3.76872656122615,30.0,3.98376623376623,40.0,3.11020541245517,90572.0,39250,39.8,Food & Drink,Adults / Professionals (25 to 45),High-Energy,Yes,Yes,55.2
eae7eda4,Brunch With Sherls :A Night In Havana,https://www.eventbrite.com/e/brunch-with-sherls-a-night-in-havana-tickets-1313451301199,2025-07-20 19:00:00,2025-07-20 19:00:00,2025-07-21 01:00:00,2025-07-21 01:00:00,Single-Day-Ranged,360.0,Afternoon,6,Summer,"145 Brooklyn Ave, Brooklyn, NY 11213, USA",11213,40.6744611,-73.9439863,Crown Heights,80.0,3.9908534688375,31.0,3.70294117647059,40.0,4.06894841269841,54211.0,69131,34.0,Food & Drink,Young Adults (18 to 30),High-Energy,No,Yes,65.87
72b587a2,"camoufly, dj something",https://www.eventbrite.com/e/camoufly-tickets-1273035586709,2025-07-25 22:00:00,2025-07-25 22:00:00,2025-07-26 02:00:00,2025-07-26 02:00:00,Single-Day-Ranged,240.0,Evening,4,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,Yes,27.84
28788b35,Pink Lemonade 2025,https://www.eventbrite.com/e/pink-lemonade-2025-tickets-1248448987529,2025-07-27 19:00:00,2025-07-27 19:00:00,2025-07-28 01:00:00,2025-07-28 01:00:00,Single-Day-Ranged,360.0,Afternoon,6,Summer,"145 Brooklyn Ave, Brooklyn, NY 11213, USA",11213,40.6744611,-73.9439863,Crown Heights,80.0,3.9908534688375,31.0,3.70294117647059,40.0,4.06894841269841,54211.0,69131,34.0,Food & Drink,Young Adults (18 to 30),High-Energy,No,Yes,135.23
bcecce48,"JSTJR, JSMN",https://www.eventbrite.com/e/jstjr-jsmn-tickets-1272831947619,2025-07-18 22:00:00,2025-07-18 22:00:00,2025-07-19 02:00:00,2025-07-19 02:00:00,Single-Day-Ranged,240.0,Evening,4,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,Yes,27.84
3029c872,"MegaGoneFree, Melina KB",https://www.eventbrite.com/e/megagonefree-melina-kb-tickets-1284440789979,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 03:00:00,2025-07-18 03:00:00,Single-Day-Ranged,180.0,Evening,3,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.7093375,-73.9232313,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,Yes,No,25.24
3c7b765b,"Ducks Ltd., Trace Mountains",https://www.eventbrite.com/e/ducks-ltd-trace-mountains-tickets-1320057380159,2025-07-22 23:00:00,2025-07-22 23:00:00,2025-07-23 02:00:00,2025-07-23 02:00:00,Single-Day-Ranged,180.0,Evening,1,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,Yes,27.84
235f4000,"Phantom Planet, Range Life",https://www.eventbrite.com/e/phantom-planet-range-life-tickets-1279391457289,2025-07-29 23:00:00,2025-07-29 23:00:00,2025-07-30 02:00:00,2025-07-30 02:00:00,Single-Day-Ranged,180.0,Evening,1,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,Yes,46.67
98330195,"Flamingosis, Nothing_Neue, Sky Society (DJ Set)",https://www.eventbrite.com/e/flamingosis-nothing-neue-sky-society-dj-set-tickets-1320048323069,2025-07-23 23:00:00,2025-07-23 23:00:00,2025-07-24 02:00:00,2025-07-24 02:00:00,Single-Day-Ranged,180.0,Evening,2,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,Yes,30.44
19eda8d3,Pizza Party 2025,https://www.eventbrite.com/e/pizza-party-2025-tickets-1307087286259,2025-07-26 16:00:00,2025-07-26 16:00:00,2025-07-26 20:00:00,2025-07-26 20:00:00,Single-Day-Ranged,240.0,Afternoon,5,Summer,"Snug Harbor Cultural Center & Botanical Garden, 1000 Richmond Ter, Staten Island, NY 10301, USA",10301,40.6433718,-74.1027431,Mid Island,23.0,4.39654248843438,20.0,3.0,40.0,3.4,84855.0,40331,36.8,Charity & Causes,Adults / Professionals (25 to 45),Relaxed,Yes,Yes,28.52
77773329,"Son Rompe Pera, Discolocas",https://www.eventbrite.com/e/son-rompe-pera-discolocas-tickets-1272623504159,2025-07-21 23:00:00,2025-07-21 23:00:00,2025-07-22 02:00:00,2025-07-22 02:00:00,Single-Day-Ranged,180.0,Evening,0,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,None,Relaxed,No,Yes,33.33
7011f6dc,"2025 NYBLACKMBA 4th Annual Women's Conference ""The Power of YOU""",https://www.eventbrite.com/e/2025-nyblackmba-4th-annual-womens-conference-the-power-of-you-tickets-1316859866309,2025-07-17 21:00:00,2025-07-17 21:00:00,2025-07-19 03:30:00,2025-07-19 03:30:00,Multi-Day,1830.0,Evening,3,Summer,"1585 Broadway, New York, NY 10036, USA",10036,40.7598452,-73.9854739,,80.0,4.24470553617218,44.0,3.87628947368421,40.0,4.17064473875709,102287.0,30930,39.3,Business,Adults / Professionals (25 to 45),Professional,No,Yes,27.72
cc020f74,"BIAS: Chung, KA WAI, mauve, NARI, OPPASLAYER, @tfti, NODUTDOL",https://www.eventbrite.com/e/bias-chung-ka-wai-nari-oppaslayer-tfti-performance-by-nodutdol-tickets-1320077781179,2025-07-27 20:00:00,2025-07-27 20:00:00,2025-07-28 02:00:00,2025-07-28 02:00:00,Single-Day-Ranged,360.0,Afternoon,6,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),High-Energy,No,Yes,20.87
93524619,JOUVERT MADNESS 2025,https://www.eventbrite.com/e/jouvert-madness-2025-tickets-1334390490879,2025-07-27 16:00:00,2025-07-27 16:00:00,2025-07-27 23:00:00,2025-07-27 23:00:00,Single-Day-Ranged,420.0,Afternoon,6,Summer,"1440 Utica Ave, Brooklyn, NY 11203, USA",11203,40.6372509,-73.9291167,East Flatbush,62.0,3.86796185935638,35.0,3.8301775147929,40.0,2.6,68006.0,78506,42.3,Music,Young Adults (18 to 30),High-Energy,No,Yes,28.52
6ce5721b,Summer Rooftop Networking Party 2025,https://www.eventbrite.com/e/summer-rooftop-networking-party-2025-registration-1319393213619,2025-07-22 21:30:00,2025-07-22 21:30:00,,,Single-Day-Instant,,Evening,1,Summer,"31W W 52nd St 29th Fl, New York, NY 10019, USA",10019,40.7608588,-73.9781017,,80.0,4.14515140671825,41.0,3.45516403402187,40.0,3.79008294594841,113335.0,42766,41.4,Community,Adults / Professionals (25 to 45),Relaxed,No,No,60.0
479dd115,FLOURISH MEETS THIRST,https://www.eventbrite.com/e/flourish-meets-thirst-tickets-1290284157649,2025-07-27 19:00:00,2025-07-27 19:00:00,2025-07-28 01:00:00,2025-07-28 01:00:00,Single-Day-Ranged,360.0,Afternoon,6,Summer,"395 Wythe Ave, Brooklyn, NY 11249, USA",11249,40.711123,-73.966358,Southside,80.0,4.43373854378819,40.0,3.47190082644628,40.0,4.45526237476441,113946.0,45087,30.2,Food & Drink,Young Adults (18 to 30),High-Energy,No,No,44.52
6b84f0aa,"Sundae Sauuce: Travis George, Omar ؏, Soul Sugar, Annabelle Kline",https://www.eventbrite.com/e/sundae-sauuce-travis-george-omar-soul-sugar-annabelle-kline-tickets-1320081111139,2025-07-20 20:00:00,2025-07-20 20:00:00,2025-07-21 02:00:00,2025-07-21 02:00:00,Single-Day-Ranged,360.0,Afternoon,6,Summer,"599 Johnson Ave #1, Brooklyn, NY 11237, USA",11237,40.709474,-73.923322,East Williamsburg,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,Yes,13.48
106dd297,Christmas in July,https://www.eventbrite.com/e/christmas-in-july-tickets-1309812928729,2025-07-17 22:30:00,2025-07-17 22:30:00,2025-07-18 01:30:00,2025-07-18 01:30:00,Single-Day-Ranged,180.0,Evening,3,Summer,"38 W 26th St, New York, NY 10010, USA",10010,40.7442721,-73.9907621,,80.0,4.44673274240161,41.0,2.83405483405483,40.0,4.38286252354049,150288.0,32410,35.8,Charity & Causes,Adults / Professionals (25 to 45),Formal,Yes,No,188.58
eb7bd7a8,RUDY RUDY BBQ NYC 2025,https://www.eventbrite.com/e/rudy-rudy-bbq-nyc-2025-tickets-1312932038069,2025-07-20 16:00:00,2025-07-20 16:00:00,2025-07-20 22:00:00,2025-07-20 22:00:00,Single-Day-Ranged,360.0,Afternoon,6,Summer,"14b 53rd St 3rd floor, Brooklyn, NY 11232, USA",11232,40.6501414,-74.023608,Sunset Park,80.0,3.99685428024164,31.0,3.26269592476489,40.0,4.21318752010293,79599.0,28137,35.5,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,Yes,113.89
10455f43,Speed Networking And Business Matchmaking : Fast Way to Expand Your Network,https://www.eventbrite.com/e/speed-networking-and-business-matchmaking-fast-way-to-expand-your-network-tickets-1259558737089,2025-08-26 22:30:00,2025-08-26 22:30:00,2025-08-27 00:30:00,2025-08-27 00:30:00,Single-Day-Ranged,120.0,Evening,1,Summer,"54 W 39th St, New York, NY 10018, USA",10018,40.752396,-73.9847706,,80.0,4.2738168849237,43.0,3.95349143610013,40.0,3.83410380622837,149118.0,8659,33.2,Business,Adults / Professionals (25 to 45),Professional,No,No,23.18
